Zeitstempel;Zeit in ms seit 01.01.1970;Kompasskurs Azimuth;Differenz SimplePIDController;Rudderposition SimplePIDController;Pilot Rudderposition;AKSEN Winkel Rudderposition
2013-03-27 13:06:30:0834;1364385990834;;;77.04933333333335;;
2013-03-27 13:06:30:0850;1364385990850;188.7;;;;
2013-03-27 13:06:30:0972;1364385990972;;;;;77
2013-03-27 13:06:31:0093;1364385991093;206.75;;;;
2013-03-27 13:06:31:0172;1364385991172;;-29.4;;;
2013-03-27 13:06:31:0172;1364385991172;;;70.12333333333335;;
2013-03-27 13:06:31:0312;1364385991312;;;;;70
2013-03-27 13:06:31:0328;1364385991328;217.9;;;;
2013-03-27 13:06:31:0512;1364385991512;;-30.71111111111111;;;
2013-03-27 13:06:31:0512;1364385991512;;;62.50155555555557;;
2013-03-27 13:06:31:0567;1364385991567;225.4;;;;
2013-03-27 13:06:31:0666;1364385991666;;;;;62
2013-03-27 13:06:31:0805;1364385991805;237.9;;;;
2013-03-27 13:06:31:0866;1364385991866;;-28.0;;;
2013-03-27 13:06:31:0866;1364385991866;;;54.872222222222234;;
2013-03-27 13:06:32:0010;1364385992010;;;;;54
2013-03-27 13:06:32:0042;1364385992042;244.45;;;;
2013-03-27 13:06:32:0210;1364385992210;;-20.0;;;
2013-03-27 13:06:32:0210;1364385992210;;;48.59222222222223;;
2013-03-27 13:06:32:0280;1364385992280;244.8;;;;
2013-03-27 13:06:32:0353;1364385992353;;;;;48
2013-03-27 13:06:32:0518;1364385992518;239.45;;;;
2013-03-27 13:06:32:0554;1364385992554;;-14.0;;;
2013-03-27 13:06:32:0554;1364385992554;;;43.89222222222223;;
2013-03-27 13:06:32:0700;1364385992700;;;;;43
2013-03-27 13:06:32:0756;1364385992756;227.5;;;;
2013-03-27 13:06:32:0900;1364385992900;;-9.0;;;
2013-03-27 13:06:32:0900;1364385992900;;;40.00222222222223;;
2013-03-27 13:06:32:0999;1364385992999;215.3;;;;
2013-03-27 13:06:33:0044;1364385993044;;;;;40
2013-03-27 13:06:33:0235;1364385993235;201.55;;;;
2013-03-27 13:06:33:0244;1364385993244;;11.37777777777778;;;
2013-03-27 13:06:33:0244;1364385993244;;;42.006666666666675;;
2013-03-27 13:06:33:0394;1364385993394;;;;;42
2013-03-27 13:06:33:0471;1364385993471;185.55;;;;
2013-03-27 13:06:33:0594;1364385993594;;21.46666666666667;;;
2013-03-27 13:06:33:0594;1364385993594;;;46.64266666666668;;
2013-03-27 13:06:33:0709;1364385993709;171.4;;;;
2013-03-27 13:06:33:0746;1364385993746;;;;;46
2013-03-27 13:06:33:0947;1364385993947;;29.111111111111114;;;
2013-03-27 13:06:33:0947;1364385993947;;;52.768444444444455;;
2013-03-27 13:06:33:0948;1364385993948;167.9;;;;
2013-03-27 13:06:34:0100;1364385994100;;;;;52
2013-03-27 13:06:34:0185;1364385994185;149.45;;;;
2013-03-27 13:06:34:0300;1364385994300;;42.66666666666666;;;
2013-03-27 13:06:34:0300;1364385994300;;;62.44844444444445;;
2013-03-27 13:06:34:0424;1364385994424;139.8;;;;
2013-03-27 13:06:34:0444;1364385994444;;;;;62
2013-03-27 13:06:34:0644;1364385994644;;41.55555555555556;;;
2013-03-27 13:06:34:0644;1364385994644;;;72.59733333333334;;
2013-03-27 13:06:34:0668;1364385994668;135.75;;;;
2013-03-27 13:06:34:0800;1364385994800;;;;;72
2013-03-27 13:06:34:0899;1364385994899;136.5;;;;
2013-03-27 13:06:35:0009;1364385995009;;34.22222222222223;;;
2013-03-27 13:06:35:0009;1364385995009;;;81.17955555555557;;
2013-03-27 13:06:35:0136;1364385995136;140.45;;;;
2013-03-27 13:06:35:0146;1364385995146;;;;;81
2013-03-27 13:06:35:0346;1364385995346;;21.66666666666667;;;
2013-03-27 13:06:35:0346;1364385995346;;;87.3828888888889;;
2013-03-27 13:06:35:0378;1364385995378;150.05;;;;
2013-03-27 13:06:35:0498;1364385995498;;;;;87
2013-03-27 13:06:35:0615;1364385995615;158.7;;;;
2013-03-27 13:06:35:0698;1364385995698;;-0.3333333333333286;;;
2013-03-27 13:06:35:0698;1364385995698;;;88.09955555555557;;
2013-03-27 13:06:35:0860;1364385995860;167.15;;;;
2013-03-27 13:06:35:0879;1364385995879;;;;;88
2013-03-27 13:06:36:0080;1364385996080;;-9.333333333333329;;;
2013-03-27 13:06:36:0080;1364385996080;;;86.84622222222222;;
2013-03-27 13:06:36:0091;1364385996091;183.45;;;;
2013-03-27 13:06:36:0220;1364385996220;;;;;86
2013-03-27 13:06:36:0330;1364385996330;196.5;;;;
2013-03-27 13:06:36:0420;1364385996420;;-30.84444444444445;;;
2013-03-27 13:06:36:0420;1364385996420;;;79.37511111111111;;
2013-03-27 13:06:36:0567;1364385996567;202.15;;;;
2013-03-27 13:06:36:0576;1364385996576;;;;;79
2013-03-27 13:06:36:0776;1364385996776;;-28.37777777777778;;;
2013-03-27 13:06:36:0776;1364385996776;;;72.68333333333334;;
2013-03-27 13:06:36:0809;1364385996809;215.75;;;;
2013-03-27 13:06:36:0994;1364385996994;;;;;72
2013-03-27 13:06:37:0042;1364385997042;226.55;;;;
2013-03-27 13:06:37:0194;1364385997194;;-38.0;;;
2013-03-27 13:06:37:0194;1364385997194;;;62.994;;
2013-03-27 13:06:37:0280;1364385997280;230.9;;;;
2013-03-27 13:06:37:0340;1364385997340;;;;;62
2013-03-27 13:06:37:0523;1364385997523;229.8;;;;
2013-03-27 13:06:37:0542;1364385997542;;-28.0;;;
2013-03-27 13:06:37:0542;1364385997542;;;55.114000000000004;;
2013-03-27 13:06:37:0700;1364385997700;;;;;55
2013-03-27 13:06:37:0759;1364385997759;226.2;;;;
2013-03-27 13:06:37:0916;1364385997916;;-21.0;;;
2013-03-27 13:06:37:0916;1364385997916;;;49.584;;
2013-03-27 13:06:37:0996;1364385997996;213.45;;;;
2013-03-27 13:06:38:0052;1364385998052;;;;;49
2013-03-27 13:06:38:0234;1364385998234;203.45;;;;
2013-03-27 13:06:38:0252;1364385998252;;0.8666666666666671;;;
2013-03-27 13:06:38:0252;1364385998252;;;48.84066666666667;;
2013-03-27 13:06:38:0402;1364385998402;;;;;48
2013-03-27 13:06:38:0472;1364385998472;191.3;;;;
2013-03-27 13:06:38:0602;1364385998602;;10.933333333333337;;;
2013-03-27 13:06:38:0602;1364385998602;;;50.366;;
2013-03-27 13:06:38:0710;1364385998710;179.9;;;;
2013-03-27 13:06:38:0768;1364385998768;;;;;50
2013-03-27 13:06:38:0947;1364385998947;164.85;;;;
2013-03-27 13:06:38:0968;1364385998968;;31.33333333333333;;;
2013-03-27 13:06:38:0968;1364385998968;;;57.57533333333333;;
2013-03-27 13:06:39:0118;1364385999118;;;;;57
2013-03-27 13:06:39:0185;1364385999185;154.5;;;;
2013-03-27 13:06:39:0318;1364385999318;;33.22222222222223;;;
2013-03-27 13:06:39:0318;1364385999318;;;65.3608888888889;;
2013-03-27 13:06:39:0424;1364385999424;146.9;;;;
2013-03-27 13:06:39:0468;1364385999468;;;;;65
2013-03-27 13:06:39:0665;1364385999665;141.95;;;;
2013-03-27 13:06:39:0668;1364385999668;;36.77777777777777;;;
2013-03-27 13:06:39:0668;1364385999668;;;74.58200000000001;;
2013-03-27 13:06:39:0806;1364385999806;;;;;74
2013-03-27 13:06:39:0958;1364385999958;140.6;;;;
2013-03-27 13:06:40:0006;1364386000006;;28.66666666666667;;;
2013-03-27 13:06:40:0006;1364386000006;;;81.92200000000001;;
2013-03-27 13:06:40:0142;1364386000142;;;;;81
2013-03-27 13:06:40:0186;1364386000186;144.4;;;;
2013-03-27 13:06:40:0342;1364386000342;;18.111111111111114;;;
2013-03-27 13:06:40:0342;1364386000342;;;86.56977777777779;;
2013-03-27 13:06:40:0424;1364386000424;148.6;;;;
2013-03-27 13:06:40:0482;1364386000482;;;;;86
2013-03-27 13:06:40:0662;1364386000662;154.9;;;;
2013-03-27 13:06:40:0682;1364386000682;;4.2222222222222285;;;
2013-03-27 13:06:40:0682;1364386000682;;;88.27866666666668;;
2013-03-27 13:06:40:0836;1364386000836;;;;;88
2013-03-27 13:06:40:0901;1364386000901;171.9;;;;
2013-03-27 13:06:41:0036;1364386001036;;-12.888888888888886;;;
2013-03-27 13:06:41:0036;1364386001036;;;86.04311111111112;;
2013-03-27 13:06:41:0149;1364386001149;179.3;;;;
2013-03-27 13:06:41:0180;1364386001180;;;;;86
2013-03-27 13:06:41:0380;1364386001380;;-18.0;;;
2013-03-27 13:06:41:0380;1364386001380;;;82.63644444444445;;
2013-03-27 13:06:41:0391;1364386001391;194.25;;;;
2013-03-27 13:06:41:0516;1364386001516;;;;;82
2013-03-27 13:06:41:0617;1364386001617;205.85;;;;
2013-03-27 13:06:41:0716;1364386001716;;-33.644444444444446;;;
2013-03-27 13:06:41:0716;1364386001716;;;74.54533333333335;;
2013-03-27 13:06:41:0855;1364386001855;227.0;;;;
2013-03-27 13:06:41:0864;1364386001864;;;;;74
2013-03-27 13:06:42:0064;1364386002064;;-40.0;;;
2013-03-27 13:06:42:0064;1364386002064;;;64.62;;
2013-03-27 13:06:42:0093;1364386002093;238.1;;;;
2013-03-27 13:06:42:0221;1364386002221;;;;;64
2013-03-27 13:06:42:0332;1364386002332;246.95;;;;
2013-03-27 13:06:42:0421;1364386002421;;-30.0;;;
2013-03-27 13:06:42:0421;1364386002421;;;56.720000000000006;;
2013-03-27 13:06:42:0570;1364386002570;248.0;;;;
2013-03-27 13:06:42:0572;1364386002572;;;;;56
2013-03-27 13:06:42:0772;1364386002772;;-22.0;;;
2013-03-27 13:06:42:0772;1364386002772;;;50.42;;
2013-03-27 13:06:42:0808;1364386002808;242.65;;;;
2013-03-27 13:06:42:0934;1364386002934;;;;;50
2013-03-27 13:06:43:0048;1364386003048;232.5;;;;
2013-03-27 13:06:43:0135;1364386003135;;-16.0;;;
2013-03-27 13:06:43:0135;1364386003135;;;45.7;;
2013-03-27 13:06:43:0274;1364386003274;;;;;45
2013-03-27 13:06:43:0283;1364386003283;222.0;;;;
2013-03-27 13:06:43:0474;1364386003474;;-8.733333333333334;;;
2013-03-27 13:06:43:0474;1364386003474;;;42.35666666666667;;
2013-03-27 13:06:43:0526;1364386003526;210.3;;;;
2013-03-27 13:06:43:0620;1364386003620;;;;;42
2013-03-27 13:06:43:0762;1364386003762;196.25;;;;
2013-03-27 13:06:43:0822;1364386003822;;13.155555555555551;;;
2013-03-27 13:06:43:0822;1364386003822;;;44.74155555555556;;
2013-03-27 13:06:43:0999;1364386003999;184.0;;;;
2013-03-27 13:06:44:0008;1364386004008;;;;;44
2013-03-27 13:06:44:0208;1364386004208;;20.977777777777774;;;
2013-03-27 13:06:44:0208;1364386004208;;;48.82866666666667;;
2013-03-27 13:06:44:0237;1364386004237;167.5;;;;
2013-03-27 13:06:44:0354;1364386004354;;;;;48
2013-03-27 13:06:44:0486;1364386004486;150.2;;;;
2013-03-27 13:06:44:0554;1364386004554;;45.77777777777777;;;
2013-03-27 13:06:44:0554;1364386004554;;;59.23844444444445;;
2013-03-27 13:06:44:0694;1364386004694;;;;;59
2013-03-27 13:06:44:0714;1364386004714;143.65;;;;
2013-03-27 13:06:44:0894;1364386004894;;41.0;;;
2013-03-27 13:06:44:0894;1364386004894;;;69.50177777777779;;
2013-03-27 13:06:44:0960;1364386004960;133.05;;;;
2013-03-27 13:06:45:0094;1364386005094;;;;;69
2013-03-27 13:06:45:0188;1364386005188;127.4;;;;
2013-03-27 13:06:45:0294;1364386005294;;39.0;;;
2013-03-27 13:06:45:0294;1364386005294;;;79.41177777777779;;
2013-03-27 13:06:45:0426;1364386005426;123.95;;;;
2013-03-27 13:06:45:0430;1364386005430;;;;;79
2013-03-27 13:06:45:0630;1364386005630;;29.0;;;
2013-03-27 13:06:45:0630;1364386005630;;;87.30177777777779;;
2013-03-27 13:06:45:0668;1364386005668;125.05;;;;
2013-03-27 13:06:45:0780;1364386005780;;;;;87
2013-03-27 13:06:45:0906;1364386005906;128.35;;;;
2013-03-27 13:06:46:0042;1364386006042;;21.0;;;
2013-03-27 13:06:46:0042;1364386006042;;;93.59177777777778;;
2013-03-27 13:06:46:0158;1364386006158;134.5;;;;
2013-03-27 13:06:46:0198;1364386006198;;;;;93
2013-03-27 13:06:46:0382;1364386006382;141.9;;;;
2013-03-27 13:06:46:0398;1364386006398;;8.777777777777771;;;
2013-03-27 13:06:46:0398;1364386006398;;;96.74622222222223;;
2013-03-27 13:06:46:0548;1364386006548;;;;;96
2013-03-27 13:06:46:0619;1364386006619;152.3;;;;
2013-03-27 13:06:46:0749;1364386006749;;-4.0;;;
2013-03-27 13:06:46:0749;1364386006749;;;96.63955555555556;;
2013-03-27 13:06:46:0856;1364386006856;162.2;;;;
2013-03-27 13:06:46:0908;1364386006908;;;;;96
2013-03-27 13:06:47:0095;1364386007095;177.65;;;;
2013-03-27 13:06:47:0108;1364386007108;;-26.22222222222223;;;
2013-03-27 13:06:47:0108;1364386007108;;;91.044;;
2013-03-27 13:06:47:0250;1364386007250;;;;;91
2013-03-27 13:06:47:0332;1364386007332;190.75;;;;
2013-03-27 13:06:47:0450;1364386007450;;-31.31111111111111;;;
2013-03-27 13:06:47:0450;1364386007450;;;84.50955555555556;;
2013-03-27 13:06:47:0570;1364386007570;210.9;;;;
2013-03-27 13:06:47:0586;1364386007586;;;;;84
2013-03-27 13:06:47:0787;1364386007787;;-39.42222222222222;;;
2013-03-27 13:06:47:0787;1364386007787;;;75.16866666666667;;
2013-03-27 13:06:47:0813;1364386007813;224.2;;;;
2013-03-27 13:06:47:0940;1364386007940;;;;;75
2013-03-27 13:06:48:0058;1364386008058;236.2;;;;
2013-03-27 13:06:48:0148;1364386008148;;-41.0;;;
2013-03-27 13:06:48:0148;1364386008148;;;65.38;;
2013-03-27 13:06:48:0288;1364386008288;245.75;;;;
2013-03-27 13:06:48:0309;1364386008309;;;;;65
2013-03-27 13:06:48:0509;1364386008509;;-31.0;;;
2013-03-27 13:06:48:0509;1364386008509;;;57.47;;
2013-03-27 13:06:48:0524;1364386008524;251.55;;;;
2013-03-27 13:06:48:0656;1364386008656;;;;;57
2013-03-27 13:06:48:0763;1364386008763;251.6;;;;
2013-03-27 13:06:48:0856;1364386008856;;-23.0;;;
2013-03-27 13:06:48:0856;1364386008856;;;51.160000000000004;;
2013-03-27 13:06:49:0006;1364386009006;;;;;51
2013-03-27 13:06:49:0063;1364386009063;248.6;;;;
2013-03-27 13:06:49:0206;1364386009206;;-17.0;;;
2013-03-27 13:06:49:0206;1364386009206;;;46.43;;
2013-03-27 13:06:49:0284;1364386009284;239.65;;;;
2013-03-27 13:06:49:0352;1364386009352;;;;;46
2013-03-27 13:06:49:0526;1364386009526;229.85;;;;
2013-03-27 13:06:49:0552;1364386009552;;-12.0;;;
2013-03-27 13:06:49:0552;1364386009552;;;42.510000000000005;;
2013-03-27 13:06:49:0702;1364386009702;;;;;42
2013-03-27 13:06:49:0764;1364386009764;216.8;;;;
2013-03-27 13:06:49:0902;1364386009902;;-1.9555555555555557;;;
2013-03-27 13:06:49:0902;1364386009902;;;40.90111111111111;;
2013-03-27 13:06:50:0002;1364386010002;201.0;;;;
2013-03-27 13:06:50:0074;1364386010074;;;;;40
2013-03-27 13:06:50:0239;1364386010239;193.25;;;;
2013-03-27 13:06:50:0274;1364386010274;;17.422222222222224;;;
2013-03-27 13:06:50:0274;1364386010274;;;43.726;;
2013-03-27 13:06:50:0420;1364386010420;;;;;43
2013-03-27 13:06:50:0476;1364386010476;183.55;;;;
2013-03-27 13:06:50:0620;1364386010620;;21.977777777777774;;;
2013-03-27 13:06:50:0620;1364386010620;;;48.03911111111111;;
2013-03-27 13:06:50:0714;1364386010714;168.45;;;;
2013-03-27 13:06:50:0766;1364386010766;;;;;48
2013-03-27 13:06:50:0952;1364386010952;160.25;;;;
2013-03-27 13:06:50:0973;1364386010973;;36.888888888888886;;;
2013-03-27 13:06:50:0973;1364386010973;;;56.986666666666665;;
2013-03-27 13:06:51:0162;1364386011162;;;;;56
2013-03-27 13:06:51:0190;1364386011190;152.55;;;;
2013-03-27 13:06:51:0362;1364386011362;;36.0;;;
2013-03-27 13:06:51:0362;1364386011362;;;65.13333333333334;;
2013-03-27 13:06:51:0428;1364386011428;146.9;;;;
2013-03-27 13:06:51:0500;1364386011500;;;;;65
2013-03-27 13:06:51:0670;1364386011670;140.0;;;;
2013-03-27 13:06:51:0700;1364386011700;;38.55555555555556;;;
2013-03-27 13:06:51:0700;1364386011700;;;75.13222222222223;;
2013-03-27 13:06:51:0873;1364386011873;;;;;75
2013-03-27 13:06:51:0907;1364386011907;134.3;;;;
2013-03-27 13:06:52:0099;1364386012099;;33.0;;;
2013-03-27 13:06:52:0099;1364386012099;;;84.1288888888889;;
2013-03-27 13:06:52:0146;1364386012146;130.2;;;;
2013-03-27 13:06:52:0258;1364386012258;;;;;84
2013-03-27 13:06:52:0383;1364386012383;129.2;;;;
2013-03-27 13:06:52:0458;1364386012458;;24.0;;;
2013-03-27 13:06:52:0458;1364386012458;;;91.2088888888889;;
2013-03-27 13:06:52:0610;1364386012610;;;;;91
2013-03-27 13:06:52:0621;1364386012621;130.45;;;;
2013-03-27 13:06:52:0810;1364386012810;;17.0;;;
2013-03-27 13:06:52:0810;1364386012810;;;96.69888888888889;;
2013-03-27 13:06:52:0858;1364386012858;134.85;;;;
2013-03-27 13:06:52:0972;1364386012972;;;;;96
2013-03-27 13:06:53:0100;1364386013100;141.3;;;;
2013-03-27 13:06:53:0173;1364386013173;;5.7777777777777715;;;
2013-03-27 13:06:53:0173;1364386013173;;;99.06333333333333;;
2013-03-27 13:06:53:0330;1364386013330;;;;;99
2013-03-27 13:06:53:0333;1364386013333;149.35;;;;
2013-03-27 13:06:53:0530;1364386013530;;-4.333333333333343;;;
2013-03-27 13:06:53:0530;1364386013530;;;99.59333333333333;;
2013-03-27 13:06:53:0586;1364386013586;159.45;;;;
2013-03-27 13:06:53:0676;1364386013676;;;;;99
2013-03-27 13:06:53:0813;1364386013813;174.9;;;;
2013-03-27 13:06:53:0876;1364386013876;;-26.555555555555557;;;
2013-03-27 13:06:53:0876;1364386013876;;;93.99444444444444;;
2013-03-27 13:06:54:0036;1364386014036;;;;;93
2013-03-27 13:06:54:0050;1364386014050;190.55;;;;
2013-03-27 13:06:54:0236;1364386014236;;-33.31111111111111;;;
2013-03-27 13:06:54:0236;1364386014236;;;86.04;;
2013-03-27 13:06:54:0289;1364386014289;198.75;;;;
2013-03-27 13:06:54:0388;1364386014388;;;;;86
2013-03-27 13:06:54:0527;1364386014527;210.5;;;;
2013-03-27 13:06:54:0588;1364386014588;;-41.42222222222222;;;
2013-03-27 13:06:54:0588;1364386014588;;;76.67911111111111;;
2013-03-27 13:06:54:0728;1364386014728;;;;;76
2013-03-27 13:06:54:0763;1364386014763;221.6;;;;
2013-03-27 13:06:54:0928;1364386014928;;-39.733333333333334;;;
2013-03-27 13:06:54:0928;1364386014928;;;66.68711111111111;;
2013-03-27 13:06:55:0002;1364386015002;231.25;;;;
2013-03-27 13:06:55:0068;1364386015068;;;;;66
2013-03-27 13:06:55:0239;1364386015239;237.15;;;;
2013-03-27 13:06:55:0268;1364386015268;;-32.0;;;
2013-03-27 13:06:55:0268;1364386015268;;;58.223111111111116;;
2013-03-27 13:06:55:0422;1364386015422;;;;;58
2013-03-27 13:06:55:0479;1364386015479;241.9;;;;
2013-03-27 13:06:55:0622;1364386015622;;-24.0;;;
2013-03-27 13:06:55:0622;1364386015622;;;51.903111111111116;;
2013-03-27 13:06:55:0716;1364386015716;241.3;;;;
2013-03-27 13:06:55:0772;1364386015772;;;;;51
2013-03-27 13:06:55:0957;1364386015957;237.95;;;;
2013-03-27 13:06:55:0972;1364386015972;;-17.0;;;
2013-03-27 13:06:55:0972;1364386015972;;;46.413111111111114;;
2013-03-27 13:06:56:0156;1364386016156;;;;;46
2013-03-27 13:06:56:0194;1364386016194;233.4;;;;
2013-03-27 13:06:56:0358;1364386016358;;-12.0;;;
2013-03-27 13:06:56:0358;1364386016358;;;42.49311111111111;;
2013-03-27 13:06:56:0433;1364386016433;226.8;;;;
2013-03-27 13:06:56:0510;1364386016510;;;;;42
2013-03-27 13:06:56:0670;1364386016670;217.7;;;;
2013-03-27 13:06:56:0711;1364386016711;;-2.7111111111111086;;;
2013-03-27 13:06:56:0711;1364386016711;;;40.69533333333334;;
2013-03-27 13:06:56:0872;1364386016872;;;;;40
2013-03-27 13:06:56:0911;1364386016911;205.9;;;;
2013-03-27 13:06:57:0072;1364386017072;;8.355555555555554;;;
2013-03-27 13:06:57:0072;1364386017072;;;41.43488888888889;;
2013-03-27 13:06:57:0182;1364386017182;198.9;;;;
2013-03-27 13:06:57:0262;1364386017262;;;;;41
2013-03-27 13:06:57:0407;1364386017407;187.6;;;;
2013-03-27 13:06:57:0462;1364386017462;;20.955555555555556;;;
2013-03-27 13:06:57:0462;1364386017462;;;45.66844444444445;;
2013-03-27 13:06:57:0615;1364386017615;;;;;45
2013-03-27 13:06:57:0644;1364386017644;177.6;;;;
2013-03-27 13:06:57:0815;1364386017815;;24.77777777777777;;;
2013-03-27 13:06:57:0815;1364386017815;;;50.833555555555556;;
2013-03-27 13:06:57:0887;1364386017887;168.9;;;;
2013-03-27 13:06:57:0977;1364386017977;;;;;50
2013-03-27 13:06:58:0123;1364386018123;162.85;;;;
2013-03-27 13:06:58:0183;1364386018183;;33.111111111111114;;;
2013-03-27 13:06:58:0183;1364386018183;;;58.16466666666667;;
2013-03-27 13:06:58:0344;1364386018344;;;;;58
2013-03-27 13:06:58:0361;1364386018361;158.35;;;;
2013-03-27 13:06:58:0544;1364386018544;;28.66666666666667;;;
2013-03-27 13:06:58:0544;1364386018544;;;65.38466666666667;;
2013-03-27 13:06:58:0599;1364386018599;153.75;;;;
2013-03-27 13:06:58:0679;1364386018679;;;;;65
2013-03-27 13:06:58:0837;1364386018837;151.75;;;;
2013-03-27 13:06:58:0879;1364386018879;;27.888888888888886;;;
2013-03-27 13:06:58:0879;1364386018879;;;72.4768888888889;;
2013-03-27 13:06:59:0021;1364386019021;;;;;72
2013-03-27 13:06:59:0075;1364386019075;151.0;;;;
2013-03-27 13:06:59:0223;1364386019223;;21.77777777777777;;;
2013-03-27 13:06:59:0223;1364386019223;;;78.228;;
2013-03-27 13:06:59:0312;1364386019312;150.05;;;;
2013-03-27 13:06:59:0382;1364386019382;;;;;78
2013-03-27 13:06:59:0550;1364386019550;150.5;;;;
2013-03-27 13:06:59:0582;1364386019582;;15.777777777777771;;;
2013-03-27 13:06:59:0582;1364386019582;;;82.94577777777778;;
2013-03-27 13:06:59:0737;1364386019737;;;;;82
2013-03-27 13:06:59:0788;1364386019788;150.6;;;;
2013-03-27 13:06:59:0937;1364386019937;;11.777777777777771;;;
2013-03-27 13:06:59:0937;1364386019937;;;86.10355555555556;;
2013-03-27 13:07:00:0032;1364386020032;150.05;;;;
2013-03-27 13:07:00:0091;1364386020091;;;;;86
2013-03-27 13:07:00:0268;1364386020268;150.0;;;;
2013-03-27 13:07:00:0291;1364386020291;;8.666666666666657;;;
2013-03-27 13:07:00:0291;1364386020291;;;89.44355555555556;;
2013-03-27 13:07:00:0429;1364386020429;;;;;89
2013-03-27 13:07:00:0505;1364386020505;150.6;;;;
2013-03-27 13:07:00:0629;1364386020629;;4.7777777777777715;;;
2013-03-27 13:07:00:0629;1364386020629;;;91.558;;
2013-03-27 13:07:00:0743;1364386020743;150.2;;;;
2013-03-27 13:07:00:0787;1364386020787;;;;;91
2013-03-27 13:07:00:0981;1364386020981;150.65;;;;
2013-03-27 13:07:00:0987;1364386020987;;2.7777777777777715;;;
2013-03-27 13:07:00:0987;1364386020987;;;93.10577777777777;;
2013-03-27 13:07:01:0139;1364386021139;;;;;93
2013-03-27 13:07:01:0222;1364386021222;151.2;;;;
2013-03-27 13:07:01:0339;1364386021339;;-0.11111111111111427;;;
2013-03-27 13:07:01:0339;1364386021339;;;94.41133333333333;;
2013-03-27 13:07:01:0456;1364386021456;150.65;;;;
2013-03-27 13:07:01:0493;1364386021493;;;;;94
2013-03-27 13:07:01:0693;1364386021693;;-0.22222222222222854;;;
2013-03-27 13:07:01:0693;1364386021693;;;95.38244444444445;;
2013-03-27 13:07:01:0694;1364386021694;150.7;;;;
2013-03-27 13:07:01:0833;1364386021833;;;;;95
2013-03-27 13:07:01:0974;1364386021974;151.15;;;;
2013-03-27 13:07:02:0033;1364386022033;;-2.1111111111111143;;;
2013-03-27 13:07:02:0033;1364386022033;;;95.908;;
2013-03-27 13:07:02:0196;1364386022196;;;;;95
2013-03-27 13:07:02:0212;1364386022212;156.45;;;;
2013-03-27 13:07:02:0396;1364386022396;;-6.555555555555557;;;
2013-03-27 13:07:02:0396;1364386022396;;;94.77577777777778;;
2013-03-27 13:07:02:0434;1364386022434;162.9;;;;
2013-03-27 13:07:02:0545;1364386022545;;;;;94
2013-03-27 13:07:02:0672;1364386022672;154.4;;;;
2013-03-27 13:07:02:0745;1364386022745;;-3.7777777777777715;;;
2013-03-27 13:07:02:0745;1364386022745;;;94.40466666666667;;
2013-03-27 13:07:02:0896;1364386022896;;;;;94
2013-03-27 13:07:02:0910;1364386022910;166.55;;;;
2013-03-27 13:07:03:0096;1364386023096;;-14.444444444444443;;;
2013-03-27 13:07:03:0096;1364386023096;;;91.70022222222222;;
2013-03-27 13:07:03:0148;1364386023148;169.35;;;;
2013-03-27 13:07:03:0241;1364386023241;;;;;91
2013-03-27 13:07:03:0386;1364386023386;172.95;;;;
2013-03-27 13:07:03:0442;1364386023442;;-16.77777777777777;;;
2013-03-27 13:07:03:0442;1364386023442;;;87.97244444444445;;
2013-03-27 13:07:03:0591;1364386023591;;;;;87
2013-03-27 13:07:03:0624;1364386023624;177.2;;;;
2013-03-27 13:07:03:0791;1364386023791;;-17.22222222222223;;;
2013-03-27 13:07:03:0791;1364386023791;;;83.69355555555556;;
2013-03-27 13:07:03:0862;1364386023862;177.25;;;;
2013-03-27 13:07:03:0956;1364386023956;;;;;83
2013-03-27 13:07:04:0108;1364386024108;178.3;;;;
2013-03-27 13:07:04:0156;1364386024156;;-14.111111111111114;;;
2013-03-27 13:07:04:0156;1364386024156;;;80.29911111111112;;
2013-03-27 13:07:04:0340;1364386024340;178.95;;;;
2013-03-27 13:07:04:0356;1364386024356;;;;;80
2013-03-27 13:07:04:0556;1364386024556;;-11.111111111111114;;;
2013-03-27 13:07:04:0556;1364386024556;;;77.908;;
2013-03-27 13:07:04:0578;1364386024578;179.0;;;;
2013-03-27 13:07:04:0706;1364386024706;;;;;77
2013-03-27 13:07:04:0816;1364386024816;179.0;;;;
2013-03-27 13:07:04:0907;1364386024907;;-8.111111111111114;;;
2013-03-27 13:07:04:0907;1364386024907;;;75.54688888888889;;
2013-03-27 13:07:05:0044;1364386025044;;;;;75
2013-03-27 13:07:05:0054;1364386025054;179.6;;;;
2013-03-27 13:07:05:0273;1364386025273;;-7.0;;;
2013-03-27 13:07:05:0273;1364386025273;;;73.74355555555556;;
2013-03-27 13:07:05:0291;1364386025291;179.4;;;;
2013-03-27 13:07:05:0430;1364386025430;;;;;73
2013-03-27 13:07:05:0529;1364386025529;179.35;;;;
2013-03-27 13:07:05:0630;1364386025630;;-5.0;;;
2013-03-27 13:07:05:0630;1364386025630;;;72.17355555555557;;
2013-03-27 13:07:05:0764;1364386025764;;;;;72
2013-03-27 13:07:05:0780;1364386025780;178.95;;;;
2013-03-27 13:07:05:0965;1364386025965;;-3.1111111111111143;;;
2013-03-27 13:07:05:0965;1364386025965;;;71.59577777777778;;
2013-03-27 13:07:06:0005;1364386026005;178.9;;;;
2013-03-27 13:07:06:0108;1364386026108;;;;;71
2013-03-27 13:07:06:0247;1364386026247;178.8;;;;
