Zeitstempel;Zeit in ms seit 01.01.1970;Kompasskurs Azimuth;Differenz SimplePIDController;Rudderposition SimplePIDController;Pilot Rudderposition;AKSEN Winkel Rudderposition
2013-03-27 13:05:10:0348;1364385910348;;;;;52
2013-03-27 13:05:10:0512;1364385910512;235.6;;;;
2013-03-27 13:05:10:0549;1364385910549;;-18.0;;;
2013-03-27 13:05:10:0549;1364385910549;;;46.91;;
2013-03-27 13:05:10:0729;1364385910729;;;;;46
2013-03-27 13:05:10:0748;1364385910748;235.4;;;;
2013-03-27 13:05:10:0930;1364385910930;;-12.0;;;
2013-03-27 13:05:10:0930;1364385910930;;;42.230000000000004;;
2013-03-27 13:05:11:0009;1364385911009;235.9;;;;
2013-03-27 13:05:11:0127;1364385911127;;;;;42
2013-03-27 13:05:11:0225;1364385911225;236.1;;;;
2013-03-27 13:05:11:0327;1364385911327;;-8.0;;;
2013-03-27 13:05:11:0327;1364385911327;;;39.11;;
2013-03-27 13:05:11:0462;1364385911462;235.35;;;;
2013-03-27 13:05:11:0527;1364385911527;;;;;39
2013-03-27 13:05:11:0702;1364385911702;235.4;;;;
2013-03-27 13:05:11:0727;1364385911727;;-5.0;;;
2013-03-27 13:05:11:0727;1364385911727;;;36.78;;
2013-03-27 13:05:11:0897;1364385911897;;;;;36
2013-03-27 13:05:11:0938;1364385911938;236.0;;;;
2013-03-27 13:05:12:0098;1364385912098;;-2.0;;;
2013-03-27 13:05:12:0098;1364385912098;;;34.48;;
2013-03-27 13:05:12:0175;1364385912175;235.3;;;;
2013-03-27 13:05:12:0276;1364385912276;;;;;34
2013-03-27 13:05:12:0417;1364385912417;235.3;;;;
2013-03-27 13:05:12:0476;1364385912476;;0.0;;;
2013-03-27 13:05:12:0476;1364385912476;;;32.96;;
2013-03-27 13:05:12:0654;1364385912654;235.75;;;;
2013-03-27 13:05:12:0893;1364385912893;235.8;;;;
2013-03-27 13:05:12:0899;1364385912899;;;;;32
2013-03-27 13:05:13:0100;1364385913100;;0.0;;;
2013-03-27 13:05:13:0100;1364385913100;;;32.96;;
2013-03-27 13:05:13:0130;1364385913130;235.6;;;;
2013-03-27 13:05:13:0368;1364385913368;235.6;;;;
2013-03-27 13:05:13:0491;1364385913491;;;;;32
2013-03-27 13:05:13:0609;1364385913609;235.35;;;;
2013-03-27 13:05:13:0692;1364385913692;;0.0;;;
2013-03-27 13:05:13:0692;1364385913692;;;32.96;;
2013-03-27 13:05:13:0844;1364385913844;235.5;;;;
2013-03-27 13:05:14:0086;1364385914086;235.6;;;;
2013-03-27 13:05:14:0097;1364385914097;;;;;32
2013-03-27 13:05:14:0298;1364385914298;;0.0;;;
2013-03-27 13:05:14:0298;1364385914298;;;32.96;;
2013-03-27 13:05:14:0320;1364385914320;235.7;;;;
2013-03-27 13:05:14:0562;1364385914562;235.6;;;;
2013-03-27 13:05:14:0662;1364385914662;;;;;32
2013-03-27 13:05:14:0800;1364385914800;235.9;;;;
2013-03-27 13:05:14:0863;1364385914863;;0.0;;;
2013-03-27 13:05:14:0863;1364385914863;;;32.96;;
2013-03-27 13:05:15:0038;1364385915038;235.9;;;;
2013-03-27 13:05:15:0220;1364385915220;;;;;32
2013-03-27 13:05:15:0276;1364385915276;235.9;;;;
2013-03-27 13:05:15:0431;1364385915431;;0.0;;;
2013-03-27 13:05:15:0431;1364385915431;;;32.96;;
2013-03-27 13:05:15:0513;1364385915513;235.65;;;;
2013-03-27 13:05:15:0750;1364385915750;235.6;;;;
2013-03-27 13:05:15:0790;1364385915790;;;;;32
2013-03-27 13:05:15:0988;1364385915988;235.4;;;;
2013-03-27 13:05:15:0991;1364385915991;;0.0;;;
2013-03-27 13:05:15:0991;1364385915991;;;32.96;;
2013-03-27 13:05:16:0226;1364385916226;235.2;;;;
2013-03-27 13:05:16:0346;1364385916346;;;;;32
2013-03-27 13:05:16:0464;1364385916464;235.3;;;;
2013-03-27 13:05:16:0546;1364385916546;;0.0;;;
2013-03-27 13:05:16:0546;1364385916546;;;32.96;;
2013-03-27 13:05:16:0707;1364385916707;234.25;;;;
2013-03-27 13:05:16:0921;1364385916921;;;;;32
2013-03-27 13:05:16:0944;1364385916944;228.75;;;;
2013-03-27 13:05:17:0122;1364385917122;;0.0;;;
2013-03-27 13:05:17:0122;1364385917122;;;32.96;;
2013-03-27 13:05:17:0181;1364385917181;220.7;;;;
2013-03-27 13:05:17:0419;1364385917419;218.05;;;;
2013-03-27 13:05:17:0494;1364385917494;;;;;32
2013-03-27 13:05:17:0657;1364385917657;216.9;;;;
2013-03-27 13:05:17:0695;1364385917695;;6.044444444444444;;;
2013-03-27 13:05:17:0695;1364385917695;;;34.471111111111114;;
2013-03-27 13:05:17:0894;1364385917894;;;;;34
2013-03-27 13:05:17:0896;1364385917896;207.0;;;;
2013-03-27 13:05:18:0095;1364385918095;;13.600000000000001;;;
2013-03-27 13:05:18:0095;1364385918095;;;36.42044444444444;;
2013-03-27 13:05:18:0132;1364385918132;194.5;;;;
2013-03-27 13:05:18:0246;1364385918246;;;;;36
2013-03-27 13:05:18:0370;1364385918370;189.5;;;;
2013-03-27 13:05:18:0447;1364385918447;;24.444444444444443;;;
2013-03-27 13:05:18:0447;1364385918447;;;41.26755555555555;;
2013-03-27 13:05:18:0594;1364385918594;;;;;41
2013-03-27 13:05:18:0607;1364385918607;187.9;;;;
2013-03-27 13:05:18:0805;1364385918805;;20.955555555555556;;;
2013-03-27 13:05:18:0805;1364385918805;;;45.63977777777778;;
2013-03-27 13:05:18:0850;1364385918850;187.25;;;;
2013-03-27 13:05:18:0964;1364385918964;;;;;45
2013-03-27 13:05:19:0087;1364385919087;186.7;;;;
2013-03-27 13:05:19:0165;1364385919165;;17.71111111111111;;;
2013-03-27 13:05:19:0165;1364385919165;;;49.038222222222224;;
2013-03-27 13:05:19:0322;1364385919322;;;;;49
2013-03-27 13:05:19:0325;1364385919325;186.45;;;;
2013-03-27 13:05:19:0524;1364385919524;;13.711111111111109;;;
2013-03-27 13:05:19:0524;1364385919524;;;52.215333333333334;;
2013-03-27 13:05:19:0562;1364385919562;186.3;;;;
2013-03-27 13:05:19:0692;1364385919692;;;;;52
2013-03-27 13:05:19:0801;1364385919801;186.6;;;;
2013-03-27 13:05:19:0892;1364385919892;;10.711111111111109;;;
2013-03-27 13:05:19:0892;1364385919892;;;54.602444444444444;;
2013-03-27 13:05:20:0039;1364385920039;186.7;;;;
2013-03-27 13:05:20:0068;1364385920068;;;;;54
2013-03-27 13:05:20:0268;1364385920268;;8.711111111111109;;;
2013-03-27 13:05:20:0268;1364385920268;;;56.20955555555555;;
2013-03-27 13:05:20:0276;1364385920276;186.5;;;;
2013-03-27 13:05:20:0426;1364385920426;;;;;56
2013-03-27 13:05:20:0514;1364385920514;186.6;;;;
2013-03-27 13:05:20:0627;1364385920627;;6.711111111111109;;;
2013-03-27 13:05:20:0627;1364385920627;;;57.79666666666667;;
2013-03-27 13:05:20:0752;1364385920752;186.3;;;;
2013-03-27 13:05:20:0774;1364385920774;;;;;57
2013-03-27 13:05:20:0982;1364385920982;;5.711111111111109;;;
2013-03-27 13:05:20:0982;1364385920982;;;58.61377777777778;;
2013-03-27 13:05:20:0999;1364385920999;186.15;;;;
2013-03-27 13:05:21:0134;1364385921134;;;;;58
2013-03-27 13:05:21:0231;1364385921231;186.25;;;;
2013-03-27 13:05:21:0334;1364385921334;;4.711111111111109;;;
2013-03-27 13:05:21:0334;1364385921334;;;59.42088888888889;;
2013-03-27 13:05:21:0468;1364385921468;185.9;;;;
2013-03-27 13:05:21:0482;1364385921482;;;;;59
2013-03-27 13:05:21:0683;1364385921683;;4.466666666666669;;;
2013-03-27 13:05:21:0683;1364385921683;;;60.406888888888886;;
2013-03-27 13:05:21:0707;1364385921707;186.1;;;;
2013-03-27 13:05:21:0894;1364385921894;;;;;60
2013-03-27 13:05:21:0943;1364385921943;186.3;;;;
2013-03-27 13:05:22:0094;1364385922094;;2.7111111111111086;;;
2013-03-27 13:05:22:0094;1364385922094;;;61.01266666666667;;
2013-03-27 13:05:22:0183;1364385922183;186.2;;;;
2013-03-27 13:05:22:0266;1364385922266;;;;;61
2013-03-27 13:05:22:0425;1364385922425;186.2;;;;
2013-03-27 13:05:22:0466;1364385922466;;1.7111111111111086;;;
2013-03-27 13:05:22:0466;1364385922466;;;61.78977777777778;;
2013-03-27 13:05:22:0622;1364385922622;;;;;61
2013-03-27 13:05:22:0658;1364385922658;186.3;;;;
2013-03-27 13:05:22:0865;1364385922865;;1.7111111111111086;;;
2013-03-27 13:05:22:0865;1364385922865;;;61.806888888888885;;
2013-03-27 13:05:22:0894;1364385922894;186.25;;;;
2013-03-27 13:05:23:0006;1364385923006;;;;;61
2013-03-27 13:05:23:0138;1364385923138;186.2;;;;
2013-03-27 13:05:23:0206;1364385923206;;1.7111111111111086;;;
2013-03-27 13:05:23:0206;1364385923206;;;61.824;;
2013-03-27 13:05:23:0368;1364385923368;;;;;61
2013-03-27 13:05:23:0375;1364385923375;186.0;;;;
2013-03-27 13:05:23:0569;1364385923569;;2.4666666666666686;;;
2013-03-27 13:05:23:0569;1364385923569;;;62.03;;
2013-03-27 13:05:23:0614;1364385923614;182.5;;;;
2013-03-27 13:05:23:0738;1364385923738;;;;;62
2013-03-27 13:05:23:0850;1364385923850;174.95;;;;
2013-03-27 13:05:23:0939;1364385923939;;10.444444444444443;;;
2013-03-27 13:05:23:0939;1364385923939;;;65.04911111111112;;
2013-03-27 13:05:24:0078;1364385924078;;;;;65
2013-03-27 13:05:24:0096;1364385924096;174.85;;;;
2013-03-27 13:05:24:0278;1364385924278;;7.444444444444443;;;
2013-03-27 13:05:24:0278;1364385924278;;;67.40355555555556;;
2013-03-27 13:05:24:0326;1364385924326;170.55;;;;
2013-03-27 13:05:24:0438;1364385924438;;;;;67
2013-03-27 13:05:24:0563;1364385924563;164.55;;;;
2013-03-27 13:05:24:0638;1364385924638;;14.333333333333329;;;
2013-03-27 13:05:24:0638;1364385924638;;;71.20022222222222;;
2013-03-27 13:05:24:0790;1364385924790;;;;;71
2013-03-27 13:05:24:0801;1364385924801;155.7;;;;
2013-03-27 13:05:24:0992;1364385924992;;18.33333333333333;;;
2013-03-27 13:05:24:0992;1364385924992;;;76.34355555555555;;
2013-03-27 13:05:25:0038;1364385925038;153.55;;;;
2013-03-27 13:05:25:0166;1364385925166;;;;;76
2013-03-27 13:05:25:0282;1364385925282;152.0;;;;
2013-03-27 13:05:25:0366;1364385925366;;16.888888888888886;;;
2013-03-27 13:05:25:0366;1364385925366;;;81.16577777777778;;
2013-03-27 13:05:25:0508;1364385925508;;;;;81
2013-03-27 13:05:25:0518;1364385925518;151.4;;;;
2013-03-27 13:05:25:0721;1364385925721;;11.888888888888886;;;
2013-03-27 13:05:25:0721;1364385925721;;;85.08466666666666;;
2013-03-27 13:05:25:0755;1364385925755;151.3;;;;
2013-03-27 13:05:25:0862;1364385925862;;;;;85
2013-03-27 13:05:25:0993;1364385925993;151.95;;;;
2013-03-27 13:05:26:0063;1364385926063;;7.888888888888886;;;
2013-03-27 13:05:26:0063;1364385926063;;;88.20355555555555;;
2013-03-27 13:05:26:0232;1364385926232;152.1;;;;
2013-03-27 13:05:26:0244;1364385926244;;;;;88
2013-03-27 13:05:26:0444;1364385926444;;4.0;;;
2013-03-27 13:05:26:0444;1364385926444;;;90.31022222222222;;
2013-03-27 13:05:26:0469;1364385926469;152.3;;;;
2013-03-27 13:05:26:0584;1364385926584;;;;;90
2013-03-27 13:05:26:0707;1364385926707;152.1;;;;
2013-03-27 13:05:26:0784;1364385926784;;2.0;;;
2013-03-27 13:05:26:0784;1364385926784;;;91.85022222222221;;
2013-03-27 13:05:26:0944;1364385926944;152.25;;;;
2013-03-27 13:05:26:0958;1364385926958;;;;;91
2013-03-27 13:05:27:0159;1364385927159;;1.0;;;
2013-03-27 13:05:27:0159;1364385927159;;;92.62022222222222;;
2013-03-27 13:05:27:0196;1364385927196;151.9;;;;
2013-03-27 13:05:27:0300;1364385927300;;;;;92
2013-03-27 13:05:27:0426;1364385927426;151.7;;;;
2013-03-27 13:05:27:0500;1364385927500;;0.8888888888888857;;;
2013-03-27 13:05:27:0500;1364385927500;;;93.60244444444444;;
2013-03-27 13:05:27:0638;1364385927638;;;;;93
2013-03-27 13:05:27:0661;1364385927661;152.6;;;;
2013-03-27 13:05:27:0838;1364385927838;;-1.0;;;
2013-03-27 13:05:27:0838;1364385927838;;;94.1391111111111;;
2013-03-27 13:05:27:0900;1364385927900;153.4;;;;
2013-03-27 13:05:28:0012;1364385928012;;;;;94
2013-03-27 13:05:28:0136;1364385928136;155.3;;;;
2013-03-27 13:05:28:0214;1364385928214;;-4.666666666666671;;;
2013-03-27 13:05:28:0214;1364385928214;;;94.21244444444444;;
2013-03-27 13:05:28:0354;1364385928354;;;;;94
2013-03-27 13:05:28:0375;1364385928375;157.1;;;;
2013-03-27 13:05:28:0554;1364385928554;;-6.444444444444443;;;
2013-03-27 13:05:28:0554;1364385928554;;;93.72133333333333;;
2013-03-27 13:05:28:0613;1364385928613;160.05;;;;
2013-03-27 13:05:28:0714;1364385928714;;;;;93
2013-03-27 13:05:28:0857;1364385928857;163.25;;;;
2013-03-27 13:05:28:0927;1364385928927;;-10.777777777777771;;;
2013-03-27 13:05:28:0927;1364385928927;;;91.57355555555556;;
2013-03-27 13:05:29:0087;1364385929087;166.25;;;;
2013-03-27 13:05:29:0090;1364385929090;;;;;91
2013-03-27 13:05:29:0291;1364385929291;;-11.444444444444443;;;
2013-03-27 13:05:29:0291;1364385929291;;;89.29911111111112;;
2013-03-27 13:05:29:0326;1364385929326;169.8;;;;
2013-03-27 13:05:29:0454;1364385929454;;;;;89
2013-03-27 13:05:29:0570;1364385929570;172.2;;;;
2013-03-27 13:05:29:0654;1364385929654;;-14.777777777777771;;;
2013-03-27 13:05:29:0654;1364385929654;;;86.35133333333333;;
2013-03-27 13:05:29:0806;1364385929806;174.4;;;;
2013-03-27 13:05:29:0818;1364385929818;;;;;86
2013-03-27 13:05:30:0019;1364385930019;;-13.555555555555557;;;
2013-03-27 13:05:30:0019;1364385930019;;;83.50911111111111;;
2013-03-27 13:05:30:0043;1364385930043;176.8;;;;
2013-03-27 13:05:30:0162;1364385930162;;;;;83
2013-03-27 13:05:30:0281;1364385930281;178.05;;;;
2013-03-27 13:05:30:0365;1364385930365;;-14.111111111111114;;;
2013-03-27 13:05:30:0365;1364385930365;;;80.23466666666667;;
2013-03-27 13:05:30:0519;1364385930519;180.05;;;;
2013-03-27 13:05:30:0530;1364385930530;;;;;80
2013-03-27 13:05:30:0730;1364385930730;;-12.75555555555556;;;
2013-03-27 13:05:30:0730;1364385930730;;;77.43244444444444;;
2013-03-27 13:05:30:0758;1364385930758;180.95;;;;
2013-03-27 13:05:30:0896;1364385930896;;;;;77
2013-03-27 13:05:30:0994;1364385930994;182.95;;;;
2013-03-27 13:05:31:0096;1364385931096;;-11.266666666666666;;;
2013-03-27 13:05:31:0096;1364385931096;;;74.6771111111111;;
2013-03-27 13:05:31:0233;1364385931233;184.9;;;;
2013-03-27 13:05:31:0236;1364385931236;;;;;74
2013-03-27 13:05:31:0438;1364385931438;;-9.777777777777771;;;
2013-03-27 13:05:31:0438;1364385931438;;;71.93666666666667;;
2013-03-27 13:05:31:0469;1364385931469;186.2;;;;
2013-03-27 13:05:31:0581;1364385931581;;;;;71
2013-03-27 13:05:31:0713;1364385931713;189.25;;;;
2013-03-27 13:05:31:0781;1364385931781;;-10.555555555555557;;;
2013-03-27 13:05:31:0781;1364385931781;;;68.64444444444445;;
2013-03-27 13:05:31:0934;1364385931934;;;;;68
2013-03-27 13:05:31:0993;1364385931993;189.9;;;;
2013-03-27 13:05:32:0134;1364385932134;;-7.555555555555557;;;
2013-03-27 13:05:32:0134;1364385932134;;;66.28888888888889;;
2013-03-27 13:05:32:0210;1364385932210;194.15;;;;
2013-03-27 13:05:32:0302;1364385932302;;;;;66
2013-03-27 13:05:32:0449;1364385932449;197.8;;;;
2013-03-27 13:05:32:0503;1364385932503;;-11.600000000000001;;;
2013-03-27 13:05:32:0503;1364385932503;;;63.20222222222222;;
2013-03-27 13:05:32:0647;1364385932647;;;;;63
2013-03-27 13:05:32:0686;1364385932686;201.3;;;;
2013-03-27 13:05:32:0850;1364385932850;;-11.62222222222222;;;
2013-03-27 13:05:32:0850;1364385932850;;;60.080666666666666;;
2013-03-27 13:05:32:0925;1364385932925;205.85;;;;
2013-03-27 13:05:33:0036;1364385933036;;;;;60
2013-03-27 13:05:33:0164;1364385933164;210.4;;;;
2013-03-27 13:05:33:0238;1364385933238;;-15.422222222222217;;;
2013-03-27 13:05:33:0238;1364385933238;;;56.01444444444444;;
2013-03-27 13:05:33:0390;1364385933390;;;;;56
2013-03-27 13:05:33:0399;1364385933399;213.75;;;;
2013-03-27 13:05:33:0591;1364385933591;;-13.68888888888889;;;
2013-03-27 13:05:33:0591;1364385933591;;;52.29355555555555;;
2013-03-27 13:05:33:0643;1364385933643;220.9;;;;
2013-03-27 13:05:33:0738;1364385933738;;;;;52
2013-03-27 13:05:33:0880;1364385933880;226.05;;;;
2013-03-27 13:05:33:0938;1364385933938;;-18.0;;;
2013-03-27 13:05:33:0938;1364385933938;;;47.07888888888888;;
2013-03-27 13:05:34:0114;1364385934114;;;;;47
2013-03-27 13:05:34:0116;1364385934116;232.45;;;;
2013-03-27 13:05:34:0315;1364385934315;;-13.0;;;
2013-03-27 13:05:34:0315;1364385934315;;;43.148888888888884;;
2013-03-27 13:05:34:0356;1364385934356;238.5;;;;
2013-03-27 13:05:34:0466;1364385934466;;;;;43
2013-03-27 13:05:34:0593;1364385934593;244.6;;;;
2013-03-27 13:05:34:0667;1364385934667;;-9.0;;;
2013-03-27 13:05:34:0667;1364385934667;;;40.01888888888888;;
2013-03-27 13:05:34:0830;1364385934830;249.4;;;;
2013-03-27 13:05:34:0830;1364385934830;;;;;40
2013-03-27 13:05:35:0030;1364385935030;;-6.0;;;
2013-03-27 13:05:35:0030;1364385935030;;;37.678888888888885;;
2013-03-27 13:05:35:0068;1364385935068;254.85;;;;
2013-03-27 13:05:35:0184;1364385935184;;;;;37
2013-03-27 13:05:35:0305;1364385935305;259.1;;;;
2013-03-27 13:05:35:0384;1364385935384;;-3.0;;;
2013-03-27 13:05:35:0384;1364385935384;;;35.36888888888888;;
2013-03-27 13:05:35:0534;1364385935534;;;;;35
2013-03-27 13:05:35:0544;1364385935544;262.3;;;;
2013-03-27 13:05:35:0735;1364385935735;;-1.0;;;
2013-03-27 13:05:35:0735;1364385935735;;;33.83888888888888;;
2013-03-27 13:05:35:0785;1364385935785;264.85;;;;
2013-03-27 13:05:36:0022;1364385936022;267.15;;;;
2013-03-27 13:05:36:0129;1364385936129;;;;;33
2013-03-27 13:05:36:0260;1364385936260;270.75;;;;
2013-03-27 13:05:36:0330;1364385936330;;-1.0;;;
2013-03-27 13:05:36:0330;1364385936330;;;33.82888888888888;;
2013-03-27 13:05:36:0512;1364385936512;272.7;;;;
2013-03-27 13:05:36:0690;1364385936690;;;;;33
2013-03-27 13:05:36:0737;1364385936737;274.85;;;;
2013-03-27 13:05:36:0891;1364385936891;;-1.0;;;
2013-03-27 13:05:36:0891;1364385936891;;;33.818888888888885;;
2013-03-27 13:05:36:0974;1364385936974;275.6;;;;
2013-03-27 13:05:37:0211;1364385937211;276.0;;;;
2013-03-27 13:05:37:0290;1364385937290;;;;;33
2013-03-27 13:05:37:0449;1364385937449;276.3;;;;
2013-03-27 13:05:37:0494;1364385937494;;-1.0;;;
2013-03-27 13:05:37:0494;1364385937494;;;33.80888888888889;;
2013-03-27 13:05:37:0688;1364385937688;274.4;;;;
2013-03-27 13:05:37:0857;1364385937857;;;;;33
2013-03-27 13:05:37:0930;1364385937930;269.9;;;;
2013-03-27 13:05:38:0058;1364385938058;;-1.0;;;
2013-03-27 13:05:38:0058;1364385938058;;;33.79888888888888;;
2013-03-27 13:05:38:0167;1364385938167;264.3;;;;
2013-03-27 13:05:38:0404;1364385938404;256.4;;;;
2013-03-27 13:05:38:0425;1364385938425;;;;;33
2013-03-27 13:05:38:0625;1364385938625;;-1.0;;;
2013-03-27 13:05:38:0625;1364385938625;;;33.788888888888884;;
2013-03-27 13:05:38:0642;1364385938642;248.5;;;;
2013-03-27 13:05:38:0880;1364385938880;243.6;;;;
2013-03-27 13:05:38:0982;1364385938982;;;;;33
2013-03-27 13:05:39:0118;1364385939118;236.2;;;;
2013-03-27 13:05:39:0184;1364385939184;;-1.0;;;
2013-03-27 13:05:39:0184;1364385939184;;;33.778888888888886;;
2013-03-27 13:05:39:0356;1364385939356;227.3;;;;
2013-03-27 13:05:39:0508;1364385939508;;;;;33
2013-03-27 13:05:39:0592;1364385939592;222.15;;;;
