2013-03-27 14:30:02:561;59.5
2013-03-27 14:30:03:339;52.41
2013-03-27 14:30:03:708;46.91
2013-03-27 14:30:04:60;42.23
2013-03-27 14:30:04:428;39.11
2013-03-27 14:30:04:843;36.78
2013-03-27 14:30:05:185;34.48
2013-03-27 14:30:05:559;32.96
2013-03-27 14:30:06:102;32.96
2013-03-27 14:30:06:655;32.96
2013-03-27 14:30:07:211;32.96
2013-03-27 14:30:07:761;32.96
2013-03-27 14:30:08:307;32.96
2013-03-27 14:30:08:847;32.96
2013-03-27 14:30:09:397;32.96
2013-03-27 14:30:09:963;32.96
2013-03-27 14:30:10:494;32.96
2013-03-27 14:30:11:28;32.96
2013-03-27 14:30:11:577;32.96
2013-03-27 14:30:12:103;32.96
2013-03-27 14:30:12:630;32.96
2013-03-27 14:30:13:195;32.96
2013-03-27 14:30:13:731;32.96
2013-03-27 14:30:14:314;32.96
2013-03-27 14:30:14:888;32.96
2013-03-27 14:30:15:454;32.96
2013-03-27 14:30:16:01;32.96
2013-03-27 14:30:16:551;32.96
2013-03-27 14:30:17:118;32.96
2013-03-27 14:30:17:668;32.96
2013-03-27 14:30:18:242;32.96
2013-03-27 14:30:18:782;32.96
2013-03-27 14:30:19:367;32.96
2013-03-27 14:30:19:933;32.96
2013-03-27 14:30:20:465;32.96
2013-03-27 14:30:20:997;32.96
2013-03-27 14:30:21:549;32.96
2013-03-27 14:30:22:84;32.96
2013-03-27 14:30:22:640;32.96
2013-03-27 14:30:23:183;32.96
2013-03-27 14:30:23:746;32.96
2013-03-27 14:30:24:291;32.96
2013-03-27 14:30:24:839;32.96
2013-03-27 14:30:25:401;32.96
2013-03-27 14:30:25:979;32.96
2013-03-27 14:30:26:543;32.96
2013-03-27 14:30:27:105;32.96
2013-03-27 14:30:27:657;40.515556
2013-03-27 14:30:28:04;48.262222
2013-03-27 14:30:28:352;58.4
2013-03-27 14:30:28:704;67.22
2013-03-27 14:30:29:54;74.55889
2013-03-27 14:30:29:413;80.094444
2013-03-27 14:30:29:751;84.81
2013-03-27 14:30:30:93;87.96555
2013-03-27 14:30:30:477;90.10889
2013-03-27 14:30:30:823;92.657776
2013-03-27 14:30:31:167;93.99111
2013-03-27 14:30:31:509;94.76778
2013-03-27 14:30:31:849;95.53445
2013-03-27 14:30:32:213;95.846664
2013-03-27 14:30:32:554;94.27
2013-03-27 14:30:32:916;88.01444
2013-03-27 14:30:33:265;82.468666
2013-03-27 14:30:33:627;70.71933
2013-03-27 14:30:33:966;61.239334
2013-03-27 14:30:34:346;54.129333
2013-03-27 14:30:34:723;48.609333
2013-03-27 14:30:35:75;43.909332
2013-03-27 14:30:35:435;40.019333
2013-03-27 14:30:35:775;37.679333
