2013-03-26 08:53:53:374;01:01:42:338;113.35
2013-03-26 08:53:54:376;01:01:43:340;73.45
2013-03-26 08:53:55:377;01:01:44:341;45.2
2013-03-26 08:53:56:381;01:01:45:345;28.8
2013-03-26 08:53:57:382;01:01:46:346;8.3
2013-03-26 08:53:58:392;01:01:47:356;355.65
2013-03-26 08:53:59:392;01:01:48:356;345.0
2013-03-26 08:54:00:392;01:01:49:356;344.4
2013-03-26 08:54:01:409;01:01:50:373;345.75
2013-03-26 08:54:02:409;01:01:51:373;340.4
2013-03-26 08:54:03:409;01:01:52:373;328.45
2013-03-26 08:54:04:409;01:01:53:373;311.15
2013-03-26 08:54:05:409;01:01:54:373;289.2
2013-03-26 08:54:06:409;01:01:55:373;264.4
2013-03-26 08:54:07:409;01:01:56:373;201.35
2013-03-26 08:54:08:423;01:01:57:387;148.25
2013-03-26 08:54:09:423;01:01:58:387;139.1
2013-03-26 08:54:10:423;01:01:59:387;141.0
2013-03-26 08:54:11:423;01:02:00:387;175.45
2013-03-26 08:54:12:424;01:02:01:388;246.35
2013-03-26 08:54:13:424;01:02:02:388;262.85
2013-03-26 08:54:14:425;01:02:03:389;298.15
2013-03-26 08:54:15:425;01:02:04:389;310.0
2013-03-26 08:54:16:425;01:02:05:389;306.05
2013-03-26 08:54:17:425;01:02:06:389;283.4
2013-03-26 08:54:18:425;01:02:07:389;252.15
2013-03-26 08:54:19:425;01:02:08:389;190.45
2013-03-26 08:54:20:425;01:02:09:389;136.85
2013-03-26 08:54:21:431;01:02:10:395;127.0
2013-03-26 08:54:22:431;01:02:11:395;126.95
2013-03-26 08:54:23:431;01:02:12:395;126.7
2013-03-26 08:54:24:431;01:02:13:395;141.5
2013-03-26 08:54:25:431;01:02:14:395;197.25
2013-03-26 08:54:26:431;01:02:15:395;269.7
2013-03-26 08:54:27:436;01:02:16:400;306.9
2013-03-26 08:54:28:435;01:02:17:399;304.45
2013-03-26 08:54:29:435;01:02:18:399;253.55
2013-03-26 08:54:30:435;01:02:19:399;204.05
2013-03-26 08:54:31:435;01:02:20:399;180.85
2013-03-26 08:54:32:436;01:02:21:400;180.25
2013-03-26 08:54:33:435;01:02:22:399;180.25
2013-03-26 08:54:34:436;01:02:23:400;189.05
2013-03-26 08:54:35:436;01:02:24:400;231.3
2013-03-26 08:54:36:436;01:02:25:400;269.4
2013-03-26 08:54:37:436;01:02:26:400;287.45
2013-03-26 08:54:38:436;01:02:27:400;287.6
2013-03-26 08:54:39:436;01:02:28:400;287.6
2013-03-26 08:54:40:439;01:02:29:403;287.7
2013-03-26 08:54:41:440;01:02:30:404;287.6
2013-03-26 08:54:42:442;01:02:31:406;287.8
2013-03-26 08:54:43:440;01:02:32:404;287.7
2013-03-26 08:54:44:441;01:02:33:405;287.5
2013-03-26 08:54:45:443;01:02:34:407;286.0
2013-03-26 08:54:46:443;01:02:35:407;219.7
2013-03-26 08:54:47:444;01:02:36:408;154.75
2013-03-26 08:54:48:443;01:02:37:407;140.6
