2013-03-27 13:05:09:798;59
2013-03-27 13:05:10:348;52
2013-03-27 13:05:10:729;46
2013-03-27 13:05:11:127;42
2013-03-27 13:05:11:527;39
2013-03-27 13:05:11:897;36
2013-03-27 13:05:12:276;34
2013-03-27 13:05:12:899;32
2013-03-27 13:05:13:491;32
2013-03-27 13:05:14:97;32
2013-03-27 13:05:14:662;32
2013-03-27 13:05:15:220;32
2013-03-27 13:05:15:790;32
2013-03-27 13:05:16:346;32
2013-03-27 13:05:16:921;32
2013-03-27 13:05:17:494;32
2013-03-27 13:05:17:894;34
2013-03-27 13:05:18:246;36
2013-03-27 13:05:18:594;41
2013-03-27 13:05:18:964;45
2013-03-27 13:05:19:322;49
2013-03-27 13:05:19:692;52
2013-03-27 13:05:20:68;54
2013-03-27 13:05:20:426;56
2013-03-27 13:05:20:774;57
2013-03-27 13:05:21:134;58
2013-03-27 13:05:21:482;59
2013-03-27 13:05:21:894;60
2013-03-27 13:05:22:266;61
2013-03-27 13:05:22:622;61
2013-03-27 13:05:23:06;61
2013-03-27 13:05:23:368;61
2013-03-27 13:05:23:738;62
2013-03-27 13:05:24:78;65
2013-03-27 13:05:24:438;67
2013-03-27 13:05:24:790;71
2013-03-27 13:05:25:166;76
2013-03-27 13:05:25:508;81
2013-03-27 13:05:25:862;85
2013-03-27 13:05:26:244;88
2013-03-27 13:05:26:584;90
2013-03-27 13:05:26:958;91
2013-03-27 13:05:27:300;92
2013-03-27 13:05:27:638;93
2013-03-27 13:05:28:12;94
2013-03-27 13:05:28:354;94
2013-03-27 13:05:28:714;93
2013-03-27 13:05:29:90;91
2013-03-27 13:05:29:454;89
2013-03-27 13:05:29:818;86
2013-03-27 13:05:30:162;83
2013-03-27 13:05:30:530;80
2013-03-27 13:05:30:896;77
2013-03-27 13:05:31:236;74
2013-03-27 13:05:31:581;71
2013-03-27 13:05:31:934;68
2013-03-27 13:05:32:302;66
2013-03-27 13:05:32:647;63
2013-03-27 13:05:33:36;60
2013-03-27 13:05:33:390;56
2013-03-27 13:05:33:738;52
2013-03-27 13:05:34:114;47
2013-03-27 13:05:34:466;43
2013-03-27 13:05:34:830;40
2013-03-27 13:05:35:184;37
2013-03-27 13:05:35:534;35
2013-03-27 13:05:36:129;33
2013-03-27 13:05:36:690;33
2013-03-27 13:05:37:290;33
2013-03-27 13:05:37:857;33
2013-03-27 13:05:38:425;33
2013-03-27 13:05:38:982;33
2013-03-27 13:05:39:508;33
2013-03-27 13:05:39:862;34
2013-03-27 13:05:40:268;36
2013-03-27 13:05:40:635;40
2013-03-27 13:05:40:996;48
2013-03-27 13:05:41:334;58
2013-03-27 13:05:41:687;70
2013-03-27 13:05:42:28;80
2013-03-27 13:05:42:390;88
2013-03-27 13:05:42:744;94
2013-03-27 13:05:43:88;99
2013-03-27 13:05:43:462;102
2013-03-27 13:05:43:877;105
2013-03-27 13:05:44:304;107
2013-03-27 13:05:44:965;109
2013-03-27 13:05:45:637;109
2013-03-27 13:05:46:28;108
2013-03-27 13:05:46:410;108
2013-03-27 13:05:46:804;105
2013-03-27 13:05:47:198;100
2013-03-27 13:05:47:548;95
2013-03-27 13:05:47:889;90
2013-03-27 13:05:48:290;84
2013-03-27 13:05:48:660;80
2013-03-27 13:05:49:15;76
2013-03-27 13:05:49:362;73
2013-03-27 13:05:49:719;71
2013-03-27 13:05:50:72;69
2013-03-27 13:05:50:443;68
2013-03-27 13:05:50:806;67
2013-03-27 13:05:51:156;66
2013-03-27 13:05:51:500;65
2013-03-27 13:05:51:871;63
2013-03-27 13:05:52:251;60
2013-03-27 13:05:52:592;57
2013-03-27 13:05:52:950;51
2013-03-27 13:05:53:346;47
2013-03-27 13:05:53:716;45
2013-03-27 13:05:54:68;46
2013-03-27 13:05:54:438;49
2013-03-27 13:05:54:786;54
2013-03-27 13:05:55:128;59
2013-03-27 13:05:55:468;63
2013-03-27 13:05:55:816;66
2013-03-27 13:05:56:170;68
2013-03-27 13:05:56:508;70
2013-03-27 13:05:56:864;71
2013-03-27 13:05:57:232;72
2013-03-27 13:05:57:588;73
2013-03-27 13:05:57:948;74
2013-03-27 13:05:58:284;74
2013-03-27 13:05:58:638;75
2013-03-27 13:05:58:978;75
2013-03-27 13:05:59:388;75
2013-03-27 13:05:59:741;75
2013-03-27 13:06:00:80;75
2013-03-27 13:06:00:456;75
2013-03-27 13:06:00:824;75
2013-03-27 13:06:01:186;75
2013-03-27 13:06:01:541;74
2013-03-27 13:06:01:895;72
2013-03-27 13:06:02:260;69
2013-03-27 13:06:02:612;64
2013-03-27 13:06:02:973;57
2013-03-27 13:06:03:310;52
2013-03-27 13:06:03:663;47
2013-03-27 13:06:04:28;43
2013-03-27 13:06:04:364;41
2013-03-27 13:06:04:712;41
2013-03-27 13:06:05:69;45
2013-03-27 13:06:05:440;50
2013-03-27 13:06:05:791;59
2013-03-27 13:06:06:140;67
2013-03-27 13:06:06:534;75
2013-03-27 13:06:06:912;82
2013-03-27 13:06:07:279;87
2013-03-27 13:06:07:632;91
2013-03-27 13:06:07:988;95
2013-03-27 13:06:08:363;97
2013-03-27 13:06:08:709;99
2013-03-27 13:06:09:102;100
2013-03-27 13:06:09:486;101
2013-03-27 13:06:09:855;102
2013-03-27 13:06:10:231;103
2013-03-27 13:06:10:624;103
2013-03-27 13:06:11:02;103
2013-03-27 13:06:11:381;103
2013-03-27 13:06:11:846;103
2013-03-27 13:06:12:233;103
2013-03-27 13:06:12:678;103
2013-03-27 13:06:13:38;103
2013-03-27 13:06:13:420;103
2013-03-27 13:06:13:800;103
2013-03-27 13:06:14:162;103
2013-03-27 13:06:14:522;103
2013-03-27 13:06:14:884;103
2013-03-27 13:06:15:246;103
2013-03-27 13:06:15:656;103
2013-03-27 13:06:16:34;103
2013-03-27 13:06:16:396;103
2013-03-27 13:06:16:800;103
2013-03-27 13:06:17:190;103
2013-03-27 13:06:17:566;103
2013-03-27 13:06:17:934;103
2013-03-27 13:06:18:328;103
2013-03-27 13:06:18:774;104
2013-03-27 13:06:19:140;105
2013-03-27 13:06:19:518;106
2013-03-27 13:06:19:896;107
2013-03-27 13:06:20:282;108
2013-03-27 13:06:20:933;109
2013-03-27 13:06:21:555;109
2013-03-27 13:06:21:970;103
2013-03-27 13:06:22:329;98
2013-03-27 13:06:22:762;85
2013-03-27 13:06:23:98;72
2013-03-27 13:06:23:438;62
2013-03-27 13:06:23:843;54
2013-03-27 13:06:24:189;48
2013-03-27 13:06:24:539;43
2013-03-27 13:06:24:892;39
2013-03-27 13:06:25:235;36
2013-03-27 13:06:25:570;34
2013-03-27 13:06:26:106;32
2013-03-27 13:06:26:636;32
2013-03-27 13:06:27:182;32
2013-03-27 13:06:27:781;32
2013-03-27 13:06:28:136;38
2013-03-27 13:06:28:474;47
2013-03-27 13:06:28:879;56
2013-03-27 13:06:29:230;66
2013-03-27 13:06:29:592;74
2013-03-27 13:06:29:936;79
2013-03-27 13:06:30:285;82
2013-03-27 13:06:30:634;80
2013-03-27 13:06:30:972;77
2013-03-27 13:06:31:312;70
2013-03-27 13:06:31:666;62
2013-03-27 13:06:32:10;54
2013-03-27 13:06:32:353;48
2013-03-27 13:06:32:700;43
2013-03-27 13:06:33:44;40
2013-03-27 13:06:33:394;42
2013-03-27 13:06:33:746;46
2013-03-27 13:06:34:100;52
2013-03-27 13:06:34:444;62
2013-03-27 13:06:34:800;72
2013-03-27 13:06:35:146;81
2013-03-27 13:06:35:498;87
2013-03-27 13:06:35:879;88
