2013-03-26 08:54:51:745;01:02:15:975;105
2013-03-26 08:54:52:139;01:02:16:369;106
2013-03-26 08:54:52:535;01:02:16:765;107
2013-03-26 08:54:52:925;01:02:17:155;108
2013-03-26 08:54:53:554;01:02:17:784;109
2013-03-26 08:54:53:928;01:02:18:158;97
2013-03-26 08:54:54:313;01:02:18:543;88
2013-03-26 08:54:54:683;01:02:18:913;75
2013-03-26 08:54:55:65;01:02:19:295;65
2013-03-26 08:54:55:420;01:02:19:650;57
2013-03-26 08:54:55:764;01:02:19:994;51
2013-03-26 08:54:56:146;01:02:20:376;46
2013-03-26 08:54:56:504;01:02:20:734;42
2013-03-26 08:54:56:866;01:02:21:96;39
2013-03-26 08:54:57:212;01:02:21:442;37
2013-03-26 08:54:57:572;01:02:21:802;35
2013-03-26 08:54:58:124;01:02:22:354;33
2013-03-26 08:54:58:731;01:02:22:961;33
2013-03-26 08:54:59:82;01:02:23:312;40
2013-03-26 08:54:59:424;01:02:23:654;44
2013-03-26 08:54:59:782;01:02:24:12;49
2013-03-26 08:55:00:132;01:02:24:362;53
2013-03-26 08:55:00:473;01:02:24:703;56
2013-03-26 08:55:00:816;01:02:25:46;57
2013-03-26 08:55:01:170;01:02:25:400;58
2013-03-26 08:55:01:506;01:02:25:736;59
2013-03-26 08:55:01:856;01:02:26:86;56
2013-03-26 08:55:02:202;01:02:26:432;54
2013-03-26 08:55:02:548;01:02:26:778;53
2013-03-26 08:55:02:916;01:02:27:146;48
2013-03-26 08:55:03:276;01:02:27:506;44
2013-03-26 08:55:03:647;01:02:27:877;41
2013-03-26 08:55:03:984;01:02:28:214;38
2013-03-26 08:55:04:348;01:02:28:578;36
2013-03-26 08:55:04:722;01:02:28:952;35
2013-03-26 08:55:05:84;01:02:29:314;34
2013-03-26 08:55:05:715;01:02:29:945;33
2013-03-26 08:55:06:63;01:02:30:293;36
2013-03-26 08:55:06:410;01:02:30:640;37
2013-03-26 08:55:06:765;01:02:30:995;45
2013-03-26 08:55:07:145;01:02:31:375;52
2013-03-26 08:55:07:482;01:02:31:712;57
2013-03-26 08:55:07:846;01:02:32:76;53
2013-03-26 08:55:08:201;01:02:32:431;50
2013-03-26 08:55:08:572;01:02:32:802;48
2013-03-26 08:55:08:940;01:02:33:170;44
2013-03-26 08:55:09:298;01:02:33:528;41
2013-03-26 08:55:09:641;01:02:33:871;39
2013-03-26 08:55:09:996;01:02:34:226;37
